Image_Name,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,Shape
heart_1.jpg,1.4310828714144832,0.779221611875712,0.29747953221381485,56.38386247107215,51.38711702576451,45.7376731374322,39.17365797044423,33.26142879327768,27.499138731047154,19.44003482817619,4.398705354995532,161.565051177078,148.46520809481171,141.1155035662854,136.12330271407544,131.14651954639794,126.7998539405012,122.68055474336339,118.24620569091806,heart
heart_10.jpg,1.1444284372590405,0.7237485024127536,0.21415610945912403,60.10109816138544,54.6281561284867,49.17043652484212,43.56790381583536,38.26398878588065,32.47119229084849,24.77514056883192,14.036243467926479,171.46923439005187,158.19859051364818,150.36161631184868,144.9041832129739,139.67416371113077,134.7000248376961,130.4057466687336,126.30449712257524,heart
heart_100.jpg,1.387793670821646,0.8054108528897752,0.26768128079505504,52.42001489526121,47.869945136518695,42.20729763428672,35.134193056915635,28.61045966596522,23.574706201912615,17.26580949501459,4.899092453787765,156.5713071912546,141.4698199851732,136.54815769897797,132.9649655431401,127.2030088897654,122.36329076207572,117.98621982987977,114.35506906284155,heart
heart_11.jpg,1.200835713067628,0.7916328485432801,0.2830411124804209,58.07232349768073,54.137151014138716,49.64797069138704,43.34769532234869,36.48601207024965,30.52970589993411,23.574706201912615,12.094757077012101,170.21759296819272,159.55045238920744,154.76716867679164,148.4218350678862,140.76263288659845,133.66778014613035,128.49104355949743,123.8869594640517,heart
heart_12.jpg,1.3651665299866769,0.7729363708951468,0.2959865685228403,59.63024063551783,55.819398401978766,51.9810574068298,48.860732624883276,45.43736386752073,39.17365797044423,30.52970589993411,12.264773727892402,169.8753283446022,161.565051177078,154.56378361958267,148.14486761755074,141.581944655178,134.53037298031035,128.2544203525172,123.05582281155367,heart
heart_13.jpg,1.3967413590832116,0.8453774986050967,0.2901661192234212,53.930590100418996,49.56180798745701,44.82478409509468,38.4337013792537,31.745287422355226,25.755270760167097,18.641791893699335,5.07960786001457,165.32360686255,151.60698057861703,143.9726266148964,137.3111314527614,130.3417458903244,124.11447294534128,119.44231398246941,115.4210478751709,heart
heart_14.jpg,1.3395140179721774,0.8317151043449469,0.34251447482081493,58.3924977537511,53.71745696459966,48.49463892725334,40.84035770628736,33.690067525979785,27.64597536373868,20.136303428248137,7.3523793598923595,164.74488129694222,150.5545712700744,144.40078004102384,139.78699912095004,134.09061955080085,128.18807222611886,123.29356327084668,118.44292862436335,heart
heart_15.jpg,1.29519892503571,0.79268238512461,0.2859004260128152,67.70941751580625,63.10376303450663,58.44861505168652,53.53076560994813,48.57633437499735,43.78112476486871,36.6070748126075,24.22774531795417,177.6140559696112,167.09259132873416,161.07535558394878,155.01876039378394,149.1189213030564,142.23237870827768,137.00955381302114,132.10423802653344,heart
heart_16.jpg,1.3048553356645485,0.7885105703422243,0.26198632908705743,56.853004167744004,53.20470619156869,49.258846122170354,43.90530940814697,38.26398878588065,34.38034472384487,28.810793742973058,13.392497753751098,170.13419305691565,158.6293777306568,151.7502645050257,146.30993247402023,138.94518622903757,131.63353933657018,126.2538377374448,121.6863676878566,heart
heart_17.jpg,1.2900723434364594,0.7890671785326024,0.24362816619066335,53.48628822444576,48.43766499236521,42.89620305314894,36.17025533209094,29.981639368849336,25.132954992913344,19.384515679357836,6.581944655178011,163.73979529168807,149.82647997035568,144.46232220802563,138.0940580589171,132.83308531681337,127.23483398157467,122.37416312109269,118.1873737645758,heart
heart_18.jpg,1.3498364148442379,0.7815228453862471,0.29524559526460753,61.106274120967576,57.28095440509938,52.26111058110728,45.52085637450196,39.16050768848255,34.03212781733832,27.847578259788165,14.534455080540122,169.5085229876684,155.63754698468782,148.81502534126162,143.4146817003066,137.95631065750365,132.0585350060889,127.41816588214823,123.48926538252684,heart
heart_19.jpg,1.0343449967953513,0.8162185041547895,0.2992049022132771,55.338087102928554,51.18525491558235,46.6090089060474,40.3141001604973,33.867179108725864,27.87551038652749,22.619864948040426,10.53918372862823,166.2930389959202,154.90374953730785,148.1340223063963,141.59991698191385,135.19422223746986,128.99099404250546,124.37145200631375,120.50195208184384,heart
heart_2.jpg,1.2764486971181401,0.788606372275757,0.22784019116119886,51.05612972275796,47.055888785004676,42.61405596961119,36.587654709573165,30.55240928515972,25.1278241807561,18.43494882292201,4.289153328819018,157.01128319791937,142.81529354676687,135.36493633573065,131.22180229283842,126.68487424320813,120.87451084176857,116.26402533298162,112.19979344205005,heart
heart_20.jpg,1.2658282796922713,0.7768103384706552,0.2584530794348192,55.18992306246332,51.01750303284571,45.94538910446445,40.497810507959024,34.12494175200589,28.902357036201806,21.209226134222803,8.13010235415598,167.12499844038751,153.77803322244554,146.59217541029108,140.73773467005643,134.11176450476023,128.20211749971367,124.20048413026853,120.1980019165662,heart
heart_21.jpg,1.333383761023196,0.7519071891588994,0.2702524019771837,60.19314384403374,56.46953033286691,52.18426739242686,46.13442163097701,40.763605200941164,35.38027220030115,29.357753542791276,15.642246457208728,173.418055344822,159.19320898728878,150.94539590092285,144.0475719999007,137.5895018472409,131.4087409627945,126.69869562693899,122.24246783912334,heart
heart_22.jpg,1.3111205452799248,0.7844001929369443,0.27600309301839254,57.757532160876686,53.723380641682986,48.489324905796394,42.510447078000844,36.724107172924796,31.79891282429442,24.567171320601314,12.528807709151511,164.47588900324575,152.17590361574673,146.82148834060726,141.34019174590992,135.38976119531807,129.38779677067512,124.13594007791228,120.05244771118983,heart
heart_23.jpg,1.2173190829599183,0.7868138884650404,0.2579805660712019,39.06258390051848,34.094977954765554,28.24425107080102,21.982438203118637,15.780753309515392,9.593134262730338,3.576334374997351,-7.431407971172507,152.24145939893998,135.97102193107918,127.79394299861673,122.7352262721076,117.06110613747323,112.83365417791754,108.68735150521117,103.86546668748062,heart
heart_24.jpg,1.355139697812053,0.8458870557184501,0.29231284469470104,53.171233559949755,48.922712890510475,43.88398960859273,37.23483398157467,31.027066759912646,25.253163394573882,19.855214369321057,9.462322208025617,158.4985656759521,146.30993247402023,140.26239539959514,135.0,128.40008301808612,122.42755499577248,117.99990554636125,114.51616114359318,heart
heart_25.jpg,1.2862828689270165,0.8357743804712141,0.2216180553093729,55.69934337430417,51.79594401601896,47.04540848888723,40.6617332085718,34.824489156956794,30.650667957052864,24.102234501161142,8.530765609948133,161.565051177078,147.84770485871766,143.4985588794937,139.927109947649,134.59365376669098,127.56859202882748,122.0053832080835,117.75854060106003,heart
heart_26.jpg,1.1089013452192076,0.8571500187003877,0.2778823818216084,57.56023709684556,53.49855887949368,48.76403486490572,41.47854662307776,34.7431801583036,29.248826336546973,21.80140948635181,9.462322208025617,170.53767779197437,157.38013505195957,151.69924423399362,145.4914770123316,137.6025622024998,130.88777115528154,125.48397979503184,121.1757004957386,heart
heart_27.jpg,1.2962413221685316,0.7996890174767565,0.2422852403304257,47.981461219982194,42.82947874649028,36.76189441935843,30.481389990823942,24.038934265458433,18.911080074563863,13.109208198154292,1.6365770416167182,154.3589941756947,137.17474411461006,130.74616356388083,127.26640190097714,123.14022087905204,119.66308866226409,115.66181416895539,111.70543674610558,heart
heart_28.jpg,1.0789648294497338,0.7779561426262448,0.2766010719724456,56.410983126765395,51.79594401601896,47.04540848888723,40.60129464500447,33.690067525979785,27.801458779934134,22.833654177917545,11.888658039627975,163.61045966596524,151.3895403340348,146.02345596374315,141.581944655178,135.44414443311192,130.48601154199872,125.59077859188983,121.92087621993319,heart
heart_29.jpg,1.1153980006023354,0.7461041811083972,0.23568131187657515,60.70863782901574,56.43912228780718,51.76617482255306,46.15036306132966,40.68937417517947,35.98679564435727,29.638383688151343,16.69924423399362,171.11934084947978,155.40988283380398,146.95187513002477,141.34019174590992,136.1984816501185,130.6012946450045,126.29262972847961,122.18263176720482,heart
heart_3.jpg,1.256550423169499,0.7718725767797276,0.30125134687768157,57.652556500557964,53.078344663164,47.746400677344226,41.486249739395035,35.73977846882852,31.06516488549865,25.74070835623284,12.528807709151511,165.37912601136836,146.00354085174953,140.01311375503582,135.36964506184702,130.6012946450045,126.73282666448938,122.78849162352404,118.9023570362018,heart
heart_30.jpg,1.3570862504525782,0.8034908026000986,0.2861121019727734,40.33314162856101,35.64702074990675,30.68517308959513,24.28582515565129,18.924644416051233,13.29857033049428,7.49585763972986,-3.0127875041833403,153.434948822922,141.581944655178,134.2559407971113,127.66562119858331,121.18497465873838,114.85158585971216,109.78107710703506,104.63827853837368,heart
heart_32.jpg,1.2107879321184445,0.8019814768721175,0.29026633826851017,58.93682925968756,54.56328382954307,49.398705354995535,43.97330381994213,38.437301491062534,33.82208521749396,27.5528115767178,15.124007308310569,172.30394827798344,156.11350007836526,149.1189213030564,143.3438915840331,137.66776628044633,131.85887016436388,127.29588072248718,122.90524292298791,heart
heart_33.jpg,1.3315538799837903,0.7582493923372949,0.2804736780324412,58.07912378006683,54.6733554324035,51.753574035530995,47.72631099390627,43.87669728592458,40.48601154199874,32.34744349944203,12.528807709151511,168.11134196037204,153.434948822922,146.79342968491048,141.95295746817393,135.0,128.87306699450593,123.90627698844216,119.48890781227257,heart
heart_34.jpg,1.246547936859679,0.7940447394071047,0.2456237361380302,53.583621480113955,49.58609889617086,44.648496560126645,38.38653951768524,32.30733445488212,27.847578259788165,20.72555886556054,3.0127875041833403,163.61045966596524,145.88552705465875,139.28915332881903,135.53545898556453,130.6676860168115,124.56252464888182,120.0271242332131,116.38711454566761,heart
heart_35.jpg,1.178664712100673,0.8204944043251532,0.31351717801751877,59.100118335013,55.30484646876604,51.37924816761314,44.581790058502904,36.582342822986845,29.566575504777145,21.13982480865766,8.972626614896393,167.47119229084848,156.03751102542182,148.86968643850503,142.54322629039888,135.0,128.6196288921539,124.48579107871907,120.29833024369212,heart
heart_36.jpg,1.2132935416765853,0.8072114098253842,0.25429573684908124,55.43747535111818,51.10803831818262,46.706178294447,40.68937417517947,34.95065141187513,29.248826336546973,21.991129917177126,8.426969021480673,163.49563861824498,151.2323506611562,144.84582236785258,139.55995008741183,133.00543069875815,126.73282666448938,121.72360295768402,117.03086025984298,heart
heart_37.jpg,1.0944031765133468,0.83724420927166,0.2699530380433515,53.375347638700774,49.12012191251714,44.44909602078143,39.62900530446429,33.533307918456536,27.741045707095925,20.224859431168078,4.666858371438996,162.29957221133282,151.43416320625343,146.10854216275249,139.63546342690265,132.4968602204151,125.36246188706906,119.866916851513,115.1313264391217,heart
heart_38.jpg,1.2596007790848072,0.8108530576963164,0.25589043241021314,54.74709013910746,50.691098146923935,46.12330271407543,40.19204603696953,34.07719528013074,28.2173558547293,21.104838584929634,5.710593137499642,162.75854060106005,151.1134182330893,144.72757855140162,138.93478205636944,132.27368900609375,125.50314146130899,120.69972255081441,116.76750891929619,heart
heart_39.jpg,1.0042968347818992,0.7927984685685926,0.29633247999352164,52.84845402122377,48.85680098558985,44.45085598943433,39.45879522196015,34.5085229876684,31.639781555235515,26.56505117707799,11.003540851749504,164.62374875117382,152.24145939893998,145.33270051592177,138.69138598645128,132.575242955962,125.92850242282285,120.53396359328386,115.73800419446815,heart
heart_4.jpg,1.1558827084352516,0.7928087412075338,0.25164217101860537,69.37012005387383,63.749757630311116,58.339248903363405,53.32565033042684,47.642545294064725,41.49646835521554,34.38034472384487,24.443954780416536,180.0,169.5085229876684,165.96375653207352,160.55996517182382,155.3441012559184,148.1509486809447,142.35237935989238,136.63657704161673,heart
